Sr No,date,startup,vertical,subvertical,city,investors,round,amount,year,month
2815,2015-04-07,Pricejugaad,Price Comparison,Other,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.36125,2015,4
2816,2015-04-07,Quikr,Online Classifieds,Other,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Unknown,1237.5,2015,4
2817,2015-04-07,Pressplay,Cutting Edge Tech,Other,Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,18.15,2015,4
2818,2015-04-07,Loginext,Logistics,Other,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,0.0,2015,4
2819,2015-04-08,Firstcry,E-Commerce,Other,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India, SAIF Partners, Vertex Ventures",Unknown,82.5,2015,4
2820,2015-04-08,Mobikwik,Software,Other,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Unknown,206.25,2015,4
2821,2015-04-08,Ola,Cab Aggregator,Other,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Unknown,3300.0,2015,4
2822,2015-04-09,Gadgetwood,Cutting Edge Tech,Other,Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\nNitin Singhal & Others",Seed Funding,1.65,2015,4
2823,2015-04-09,Bonhomia,Premium Beverages,Other,Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,16.5,2015,4
2824,2015-04-09,Changer Mints,Software,Other,Kolkata,Hyderabad based investor,Seed Funding,1.36125,2015,4
2825,2015-04-09,Urban Ladder,E-Commerce,Other,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Unknown,412.5,2015,4
2826,2015-04-09,Purple Squirrel,Education,Other,Mumbai,"Matrix Partners India, India Quotient",Unknown,0.0,2015,4
2827,2015-04-10,Whatfix,Interactive How-To Guides,Other,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,7.425,2015,4
2828,2015-04-10,Immi Life,Healthcare & Hospitality,Other,Chennai,Unitus Seed Fund,Seed Funding,0.0,2015,4
2829,2015-04-11,Zomato,Restaurant Reviews,Other,Gurgaon,Info Edge (India),Unknown,206.25,2015,4
2830,2015-04-13,Zopnow,Online Grocer,Other,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Unknown,82.5,2015,4
2831,2015-04-13,Nayi Disha,Education,Other,Delhi,"Ajay Relan,",Seed Funding,2.475,2015,4
2832,2015-04-13,The Porter,Logistics,Other,Mumbai,Kae Capital,Seed Funding,4.125,2015,4
2833,2015-04-13,Commeasure,Online Hotel Booking,Other,Noida,Jungle Ventures,Seed Funding,8.25,2015,4
2834,2015-04-13,Capricoast,Software,Other,Bangalore,Accel Partners India,Seed Funding,10.3125,2015,4
2835,2015-04-14,Localoye,Software,Other,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Unknown,41.25,2015,4
2836,2015-04-15,Grofers,Hyper-Local OnlineMobile Grocery,Other,Gurgaon,"Tiger Global, Sequoia Capital",Unknown,288.75,2015,4
2837,2015-04-15,Peppertap,Hyper-Local OnlineMobile Grocery,Other,Gurgaon,"SAIF Partners, Sequoia Capital",Unknown,82.5,2015,4
2838,2015-04-15,Policybazaar,Online Policy Aggregator,Other,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Unknown,330.0,2015,4
2839,2015-04-16,Urbanclap,Software,Other,Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,13.2,2015,4
2840,2015-04-16,Taskbob,Software,Other,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,9.9,2015,4
2841,2015-04-17,Robosoft,Mobile App Development,Other,Udupi,"Ascent Capital, Kalaari Capital",Unknown,99.0,2015,4
2842,2015-04-18,Doormint,Software,Other,Mumbai,Powai Lake Ventures,Seed Funding,0.0,2015,4
2843,2015-04-20,Vyomo,Healthcare & Hospitality,Other,Gurgaon,YouWeCan Ventures,Seed Funding,0.0,2015,4
2844,2015-04-20,Pastiwala,Material Collection  Recycling,Other,Vadodara,Agnus Capital,Unknown,33.0,2015,4
2845,2015-04-20,1Mg,Online Pharmacy  Drug DB,Other,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Unknown,49.5,2015,4
2846,2015-04-20,Freshdesk,Online  Mobile Customer Support,Other,Chennai,"Tiger Global, Google Capital & Accel Partners",Unknown,412.5,2015,4
2847,2015-04-20,Sulekhacom,Online Classifieds  Listings,Other,Chennai,GIC ventures,Unknown,231.0,2015,4
2848,2015-04-22,Findyahan,Software,Other,Delhi,The Phoenix Fund,Unknown,0.0,2015,4
2849,2015-04-22,Eatshoplove,E-Commerce,Other,Bangalore,Undisclosed Investor,Unknown,28.875,2015,4
2850,2015-04-22,Avanti Learning,Private Coaching Centers,Other,Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Unknown,12.375,2015,4
2851,2015-04-23,Simplilearn,Online Certification Courses,Other,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Unknown,123.75,2015,4
2852,2015-04-23,Craftstvilla,E-Commerce,Other,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Unknown,148.5,2015,4
2853,2015-04-23,Headout,E-Commerce,Other,Bangalore,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,14.85,2015,4
2854,2015-04-23,Happay,usiness expense management,Other,Bangalore,AngelPrime,Seed Funding,4.125,2015,4
2855,2015-04-23,Jugnoo,Logistics,Other,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,8.25,2015,4
2856,2015-04-23,Eazydiner,Restaurant reservation app,Other,Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,0.0,2015,4
2857,2015-04-23,Phone Warrior,Spam Call block App,Other,Delhi,Lightspeed Ventures,Seed Funding,0.0,2015,4
2858,2015-04-24,Coverfox,Online Insurance Aggregator,Other,Mumbai,"Accel US, Accel India, SAIF Partners.",Unknown,99.0,2015,4
2859,2015-04-27,Torqus,Restaurant Management Platform,Other,Pune,S S Mukherji & Others,Seed Funding,2.8875,2015,4
2860,2015-04-27,Grab,Consumables,Other,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,8.25,2015,4
2861,2015-04-27,Logicroots,Education,Other,Jaipur,"Ah! Ventures, Calcutta Angels, 91SpringBoard",Seed Funding,3.3,2015,4
2862,2015-04-27,Gibbs,Cutting Edge Tech,Other,Delhi,Infuse Ventures fund,Unknown,0.0,2015,4
2863,2015-04-28,Babajobs,Grey collar Job Board,Other,Bangalore,SEEK Ltd & affiliates,Unknown,82.5,2015,4
2864,2015-04-28,Urban Ladder,Software,Other,Bangalore,"Anand Rajaraman, Venky Harinarayan",Unknown,0.0,2015,4
2865,2015-04-28,Jay Robotix,Cutting Edge Tech,Other,Hyderabad,Cross Border Angels & others,Seed Funding,2.0625,2015,4
2866,2015-04-28,Naaptol,E-Commerce,Other,Mumbai,Mitsui & Co & existing investors,Unknown,177.375,2015,4
2867,2015-04-29,Reglobe,Used Gadgets Buy  Refurbishing,Other,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,8.25,2015,4
2868,2015-04-29,Icertis,Software,Other,Pune  US,"Greycroft Partners, Fidelity Growth Partners",Unknown,49.5,2015,4
2869,2015-04-29,Tracxn,Startup Analytics platform,Other,Bangalore,SAIF Partners,Unknown,28.875,2015,4
2870,2015-04-29,Dazo,Consumables,Other,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,0.0,2015,4
2871,2015-04-29,Tradelab,Software,Other,Bangalore,Rainmatter,Seed Funding,3.3,2015,4
2872,2015-04-29,Piqube,Hiring Analytics platform,Other,Chennai,The HR Fund,Seed Funding,4.125,2015,4
2873,2015-04-29,Travel Triangle,E-Commerce,Other,Noida,"Bessemer Venture Partners, SAIF Partners",Unknown,66.0,2015,4
2874,2015-03-02,Trulymadlycom,Other,Other,Not Specific,"Helion Venture Partners, Kae Capital",Unknown,45.375,2015,3
2875,2015-03-02,Instalively,Other,Other,Not Specific,Group of Angel Investors,Seed Funding,0.99,2015,3
2876,2015-03-03,Vserv,Other,Other,Not Specific,"Maverick Capital, IDG Ventures India",Unknown,123.75,2015,3
2877,2015-03-03,Intruocom,Other,Other,Not Specific,"Ashutosh Lawania, Alok Goel & others",Seed Funding,0.0,2015,3
2878,2015-03-05,Niffler,Other,Other,Not Specific,SAIF Partners,Seed Funding,8.25,2015,3
2879,2015-03-05,Customfurnishcom,Other,Other,Not Specific,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Unknown,20.625,2015,3
2880,2015-03-06,Mapmygenome,Other,Other,Not Specific,Rajan Anandan & other angel investors,Unknown,9.9,2015,3
2881,2015-03-09,Crowdfire Formerly Justunfollow,Other,Other,Not Specific,Kalaari Capital,Unknown,20.625,2015,3
2882,2015-03-09,Bite Club,Other,Other,Not Specific,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,4.125,2015,3
2883,2015-03-10,Localbanya,Other,Other,Not Specific,Shrem Strategies,Unknown,0.0,2015,3
2884,2015-03-11,Appedo,Other,Other,Not Specific,Undisclosed Investors,Seed Funding,8.25,2015,3
2885,2015-03-11,Fitraqcom,Other,Other,Not Specific,Tarun Arora,Seed Funding,1.2375,2015,3
2886,2015-03-11,Chargebee,Other,Other,Not Specific,"Tiger Global, Accel Partners",Unknown,41.25,2015,3
2887,2015-03-11,Groupon India,Other,Other,Not Specific,Sequoia Capital,Unknown,165.0,2015,3
2888,2015-03-12,Process 9,Other,Other,Not Specific,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,0.0,2015,3
2889,2015-03-12,Moonfrog Labs,Other,Other,Not Specific,"Tiger Global, Sequoia Capital.",Unknown,123.75,2015,3
2890,2015-03-13,Foodpanda,Other,Other,Not Specific,Rocket Internet AG & others,Unknown,907.5,2015,3
2891,2015-03-13,Paytm,Other,Other,Not Specific,Ratan Tata,Unknown,0.0,2015,3
2892,2015-03-13,Diabetomics,Other,Other,Not Specific,"VentureEast, Varaprasad Reddy",Unknown,41.25,2015,3
2893,2015-03-13,Qyk,Other,Other,Not Specific,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,0.0,2015,3
2894,2015-03-14,Daily Rounds,Other,Other,Not Specific,"Kae Capital, GSF, Teruhide Sato",Seed Funding,4.125,2015,3
2895,2015-03-14,Orobind,Other,Other,Not Specific,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,1.65,2015,3
2896,2015-03-14,Routofy,Other,Other,Not Specific,"Kunal Bahl, Rohit Bansal",Seed Funding,0.0,2015,3
2897,2015-03-16,Digit,Other,Other,Not Specific,Ramesh kavediya,Seed Funding,1.3695,2015,3
2898,2015-03-16,Nestaway,Other,Other,Not Specific,"IDG Ventures, Naveen Tewari",Seed Funding,10.725,2015,3
2899,2015-03-16,The Better India,Other,Other,Not Specific,I-cube-N,Seed Funding,1.3695,2015,3
2900,2015-03-16,Meru Cabs,Other,Other,Not Specific,Value Fund Advisors,Unknown,412.5,2015,3
2901,2015-03-17,Golflan,Other,Other,Not Specific,YourNest Angel Fund,Seed Funding,0.0,2015,3
2902,2015-03-18,Drivestream,Other,Other,Not Specific,Wipro,Unknown,41.25,2015,3
2903,2015-03-18,Wwhere,Other,Other,Not Specific,Group of Angel Investors,Seed Funding,1.65,2015,3
2904,2015-03-18,Gojavas,Other,Other,Not Specific,Snapdeal,Unknown,0.0,2015,3
2905,2015-03-19,Tripoto,Other,Other,Not Specific,"IDG Ventures, Outbox Ventures",Unknown,16.5,2015,3
2906,2015-03-19,Graphic India,Other,Other,Not Specific,"CA Media LP, Start Media.",Seed Funding,23.1,2015,3
2907,2015-03-20,Harness Handitouch,Other,Other,Not Specific,Armat Group,Unknown,0.0,2015,3
2908,2015-03-20,Lets Corp,Other,Other,Not Specific,Wu Chay Chin,Seed Funding,24.75,2015,3
2909,2015-03-20,Collatebox,Other,Other,Not Specific,LetsVenture,Seed Funding,1.485,2015,3
2910,2015-03-20,Mahindra First Choice,Other,Other,Not Specific,Valiant Capital,Unknown,123.75,2015,3
2911,2015-03-21,Round One,Other,Other,Not Specific,"HT Media, Arun Duggal",Seed Funding,0.0,2015,3
2912,2015-03-23,Razorpay,Other,Other,Not Specific,Y Combinator,Seed Funding,0.99,2015,3
2913,2015-03-23,Mosambee,Other,Other,Not Specific,RVCF and SIDBI,Unknown,0.0,2015,3
2914,2015-03-24,Furlenco,Other,Other,Not Specific,LightBox Ventures,Unknown,49.5,2015,3
2915,2015-03-24,Cubito,Other,Other,Not Specific,Sol Primero,Seed Funding,1.32,2015,3
2916,2015-03-25,Teabox,Other,Other,Not Specific,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Unknown,49.5,2015,3
2917,2015-03-25,Artoo,Other,Other,Not Specific,"Accion Venture Labs, Rianta Capital",Unknown,4.125,2015,3
2918,2015-03-25,Fxkartcom,Other,Other,Not Specific,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,16.5,2015,3
2919,2015-03-25,Rozgar Mela,Other,Other,Not Specific,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,0.0,2015,3
2920,2015-03-25,Oyo,Other,Other,Not Specific,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Unknown,206.25,2015,3
2921,2015-03-26,Roposo,Other,Other,Not Specific,"Tiger Global Management, Indian Quotient, Binny Bansal",Unknown,41.25,2015,3
2922,2015-03-26,Teewe,Other,Other,Not Specific,"Sequoia Capital, India Quotient",Seed Funding,14.4375,2015,3
2923,2015-03-26,Epoise,Other,Other,Not Specific,Undisclosed,Seed Funding,0.0,2015,3
2924,2015-03-27,Urjas,Other,Other,Not Specific,Solidarity Venture Capital & others,Seed Funding,0.825,2015,3
2925,2015-03-27,Chargein,Other,Other,Not Specific,Pittie Group,Seed Funding,0.825,2015,3
2926,2015-03-28,Yogurt Labs,Other,Other,Not Specific,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,0.94875,2015,3
2927,2015-03-28,Limeroadcom,Other,Other,Not Specific,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Unknown,247.5,2015,3
2928,2015-03-28,Team Indus,Other,Other,Not Specific,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Unknown,12.375,2015,3
2929,2015-03-30,Arohan Financial Services,Other,Other,Not Specific,Tano Capital,Unknown,82.5,2015,3
2930,2015-03-30,Billdesk,Other,Other,Not Specific,TA Associates,Unknown,618.75,2015,3
2931,2015-03-31,Triphobo,Other,Other,Not Specific,"Mayfield Ventures, Kalaari Capital",Unknown,24.75,2015,3
2932,2015-03-31,Aryaka,Other,Other,Not Specific,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Unknown,132.0,2015,3
2933,2015-03-31,Appsdaily,Other,Other,Not Specific,"Zodius Capital, Ru-Net, Kalaari Capital, Qualcomm Ventures",Unknown,132.0,2015,3
2934,2015-02-02,Faaya,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2935,2015-02-02,Instabounce,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2936,2015-02-02,Chloroplast Foods,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2937,2015-02-02,Dealwithus,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2938,2015-02-02,Cleversharks,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2939,2015-02-02,Leaf,Other,Other,Not Specific,Group of Angel Investors,Seed,0.13695,2015,2
2940,2015-02-02,Smartpocket,Other,Other,Not Specific,"Sol Primero, Rajiv Mehta",Seed,2.0625,2015,2
2941,2015-02-02,Yumist,Other,Other,Not Specific,Orios Venture Partner,Unknown,8.25,2015,2
2942,2015-02-02,Nowfloats,Other,Other,Not Specific,Omidyar Network,Unknown,0.0,2015,2
2943,2015-02-02,Firstcry,Other,Other,Not Specific,Valiant Capital Partners,Unknown,214.5,2015,2
2944,2015-02-02,Holachef,Other,Other,Not Specific,India Quotient,Seed,2.68125,2015,2
2945,2015-02-03,Frsh,Other,Other,Not Specific,"India Quotient, Kae Capital",Seed,4.2735,2015,2
2946,2015-02-03,Manthan,Other,Other,Not Specific,"Temasek, Norwest Venture Partners",Unknown,495.0,2015,2
2947,2015-02-05,Kobstercom,Other,Other,Not Specific,Splice Advisors,Seed,0.0,2015,2
2948,2015-02-05,Cult,Other,Other,Not Specific,"Tiger Global, Times Internet, Zodius Capital",Unknown,148.5,2015,2
2949,2015-02-05,Paytm,Other,Other,Not Specific,Ant Financial Services (Alipay),Unknown,0.0,2015,2
2950,2015-02-05,Aisle,Other,Other,Not Specific,"Anand Vijay, Shashank Mehrotra & Others",Seed,0.825,2015,2
2951,2015-02-06,Freecharge,Other,Other,Not Specific,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Unknown,660.0,2015,2
2952,2015-02-06,Newshunt,Other,Other,Not Specific,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Unknown,330.0,2015,2
2953,2015-02-09,Mynoticeperiod,Other,Other,Not Specific,IDG Ventures,Unknown,24.75,2015,2
2954,2015-02-09,Cardekho,Other,Other,Not Specific,Ratan Tata,Unknown,0.0,2015,2
2955,2015-02-09,Faasos,Other,Other,Not Specific,Lightbox Ventures,Unknown,165.0,2015,2
2956,2015-02-10,Cartrade,Other,Other,Not Specific,Chip Perry,Unknown,0.0,2015,2
2957,2015-02-10,Storeking,Other,Other,Not Specific,Mangrove Capital Partners,Unknown,0.0,2015,2
2958,2015-02-11,Capital Float,Other,Other,Not Specific,"SAIF Partners, Sequoia Capital, Aspada",Unknown,107.25,2015,2
2959,2015-02-11,Nimble Wireless,Other,Other,Not Specific,AngelPrime,Seed,24.75,2015,2
2960,2015-02-11,Townscript,Other,Other,Not Specific,Group of Angel Investors,Seed,0.0,2015,2
2961,2015-02-11,Findyahan,Other,Other,Not Specific,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",Seed,0.0,2015,2
2962,2015-02-12,Stayzilla,Other,Other,Not Specific,"Nexus Venture Partners, Matrix Partners",Unknown,165.0,2015,2
2963,2015-02-12,Practo,Other,Other,Not Specific,"Sequoia Capital, Matrix Partners",Unknown,247.5,2015,2
2964,2015-02-13,Cimplyfive,Other,Other,Not Specific,"Suresh Senapaty, TV Mohandas Pai",Seed,0.0,2015,2
2965,2015-02-13,20Dresses,Other,Other,Not Specific,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed,8.25,2015,2
2966,2015-02-13,Itzcash,Other,Other,Not Specific,Ashok Goel (promoter),Unknown,136.125,2015,2
2967,2015-02-16,Newsinshorts,Other,Other,Not Specific,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Unknown,34.2375,2015,2
2968,2015-02-16,Itravellercom,Other,Other,Not Specific,ah! Ventures,Unknown,8.25,2015,2
2969,2015-02-17,Nextgen,Other,Other,Not Specific,Mumbai Angels & Group of other investors,Seed,0.0,2015,2
2970,2015-02-18,Wooplr,Other,Other,Not Specific,Helion Venture Partners,Unknown,41.25,2015,2
2971,2015-05-19,Springleap,Other,Other,Not Specific,Cross Border Angels,Seed,6.6,2015,5
2972,2015-02-20,Klipin,Other,Other,Not Specific,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed,4.125,2015,2
2973,2015-02-20,Renderlogy,Other,Other,Not Specific,Brick Eagle,Unknown,13.2,2015,2
2974,2015-02-21,Appbase,Other,Other,Not Specific,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed,2.3925,2015,2
2975,2015-02-23,Homelane,Other,Other,Not Specific,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Unknown,37.125,2015,2
2976,2015-02-23,Trip38,Other,Other,Not Specific,"InterGlobe Technology Quotient, Lantern Capital",Unknown,8.25,2015,2
2977,2015-02-23,Smartairtripcom,Other,Other,Not Specific,Undisclosed,Unknown,82.5,2015,2
2978,2015-02-23,Nobroker,Other,Other,Not Specific,"SAIF Partners, Fulcrum Ventures",Unknown,24.75,2015,2
2979,2015-02-24,Caravan Craft,Other,Other,Not Specific,"Unitus Seed Fund\nNarayan Ramachandran, Bijou Kurien",Seed,4.125,2015,2
2980,2015-02-25,Squadrun,Other,Other,Not Specific,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",Seed,0.0,2015,2
2981,2015-02-25,Clonect Solutions,Other,Other,Not Specific,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed,2.0625,2015,2
2982,2015-02-25,Taxsutra,Other,Other,Not Specific,"V Balakrishnan, T V Mohandas Pai",Seed,1.32,2015,2
2983,2015-02-25,Peppertap,Other,Other,Not Specific,Sequoia Capital,Seed,0.0,2015,2
2984,2015-02-25,Sattviko,Other,Other,Not Specific,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed,2.64,2015,2
2985,2015-02-25,Industrybuying,Other,Other,Not Specific,SAIF Partners,Unknown,16.5,2015,2
2986,2015-02-26,Freshworld,Other,Other,Not Specific,"Kris Gopalakrishnan, Nagaraja Prakasam",Seed,0.0,2015,2
2987,2015-02-26,Tinyowl,Other,Other,Not Specific,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Unknown,132.0,2015,2
2988,2015-02-27,Momoe,Other,Other,Not Specific,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed,9.9,2015,2
2989,2015-02-27,Grofers,Other,Other,Not Specific,"Tiger Global Management, Sequoia Capital India",Unknown,82.5,2015,2
2990,2015-01-02,Lenskart,Other,Other,Not Specific,"TPG Growth, TR Capital, IDG Ventures",Unknown,17.7375,2015,1
2991,2015-01-02,Violetstreet,Other,Other,Not Specific,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed,2.59875,2015,1
2992,2015-01-05,Lookup,Other,Other,Not Specific,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed,3.135,2015,1
2993,2015-01-05,Fame,Other,Other,Not Specific,TO THE NEW Ventures,Unknown,82.5,2015,1
2994,2015-01-05,Gympik,Other,Other,Not Specific,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,1.11375,2015,1
2995,2015-01-06,Nearin,Other,Other,Not Specific,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,2.35125,2015,1
2996,2015-01-06,Purplle,Other,Other,Not Specific,IvyCap Ventures,Unknown,0.0,2015,1
2997,2015-01-06,Numbermall,Other,Other,Not Specific,SRI Capital,Unknown,82.5,2015,1
2998,2015-01-06,Tookitaki,Other,Other,Not Specific,"Jungle Ventures, Redbright Partners, Blume Ventures",Unknown,8.25,2015,1
2999,2015-01-06,Frankly,Other,Other,Not Specific,Matrix Partners,Seed Funding,4.95,2015,1
3000,2015-01-07,Faircent,Other,Other,Not Specific,"Devesh Sachdev, Ashish Tiwari",Seed Funding,0.0,2015,1
3001,2015-01-07,Nurturey,Other,Other,Not Specific,Seedrs Crowd funding platform,Debt,1.03125,2015,1
3002,2015-01-07,Bewakoof,Other,Other,Not Specific,"Rohit Bansal, Kunal Bahl, Nikhil Vora",Seed Funding,0.0,2015,1
